sigma_real,sigma_impl,variance_gap,mean_pnl,std_pnl
0.1,0.2,-0.030000000000000006,2.291727549838637,0.5994981346120485
0.14,0.2,-0.020400000000000005,1.3728013000684605,0.479648647070722
0.18,0.2,-0.0076000000000000095,0.45286123627678715,0.31713597649852027
0.2,0.2,0.0,-0.006839535298261145,0.30552209328326924
0.22,0.2,0.00839999999999999,-0.4662520944205676,0.38993602004468797
0.26,0.2,0.0276,-1.3845148722102647,0.7332557644289495
0.3,0.2,0.04999999999999999,-2.302453943236242,1.1747736328595242
