path,theta,gamma,vega,delta_mismatch,residual,costs,total_pnl
37,1.9198611194119388,-1.9428383113898928,0.0,0.0,-0.07534004599912059,0.0,-0.09831723797697123
38,1.2822328617806755,-1.21343800853486,0.0,0.0,-0.10563434778993606,0.0,-0.03683949454405422
39,1.6802117195299044,-1.451260597620515,0.0,0.0,0.08297104871562967,0.0,0.311922170625067
40,2.1715418969860534,-2.4411741629684016,0.0,0.0,-0.11154336091656916,0.0,-0.38117562689896545
41,3.282664479196671,-3.421691438075834,0.0,0.0,0.06171668567269606,0.0,-0.07731027320649275
42,1.500712014123571,-1.3433374610319955,0.0,0.0,-0.10610241315003628,0.0,0.05127213994160229
43,3.506469285887302,-3.121327924094431,0.0,0.0,-0.035737717054507956,0.0,0.3494036447383735
44,1.1773046625527142,-1.4169398535645825,0.0,0.0,0.12581200843316157,0.0,-0.11382318257867041
45,1.7657074273620268,-1.7807517440865412,0.0,0.0,0.08147859492881468,0.0,0.0664342782043974
46,1.4668784035324594,-1.581379401906686,0.0,0.0,0.10568645414254406,0.0,-0.008814544231555033
47,3.147327969561357,-3.295971043870357,0.0,0.0,0.29208288756207723,0.0,0.14343981325298572
48,1.5030392479482129,-1.5287539147261195,0.0,0.0,-0.09356121186886422,0.0,-0.11927587864683176
49,3.087147380451091,-2.857720631555069,0.0,0.0,-0.06413633122928819,0.0,0.16529041766663966
50,1.0879451962477547,-0.7016664960578592,0.0,0.0,-0.12415406598117472,0.0,0.26212463420868914
51,1.150130030826952,-1.3818273928055063,0.0,0.0,0.13810101646054038,0.0,-0.09359634551802287
52,3.3770445359716077,-3.774200367913207,0.0,0.0,-0.02365238608528468,0.0,-0.42080821802690593
53,2.6207991878162282,-3.330560167809465,0.0,0.0,-0.09123256019642079,0.0,-0.8009935401895945
54,0.9281007766958611,-0.999755803953187,0.0,0.0,0.12959637892792905,0.0,0.0579413516705074
55,0.9105510806839447,-1.119717662648752,0.0,0.0,0.10886282511164098,0.0,-0.10030375685320791
56,1.4542717848962308,-1.61486581619632,0.0,0.0,0.09684835568064545,0.0,-0.06374567561955757
57,1.0323986413537596,-0.8705359052869579,0.0,0.0,-0.12845766168133502,0.0,0.033405074385598255
58,1.142297869568349,-1.493513537824979,0.0,0.0,0.08236425766380014,0.0,-0.2688514105927169
59,3.4495934657891887,-3.895083904112141,0.0,0.0,-0.13440096299265464,0.0,-0.5798914013155638
60,1.7630530648382348,-1.836616378803984,0.0,0.0,0.07695368410570765,0.0,0.0033903701399111696
61,3.2987222288136553,-3.013127539996611,0.0,0.0,0.029558043804756944,0.0,0.31515273262182575
62,3.552054833207489,-3.1335794104522776,0.0,0.0,0.18555990386212337,0.0,0.6040353266173071
63,1.612415190717279,-1.5834783896308302,0.0,0.0,-0.11319882574014259,0.0,-0.08426202465373933
