t,S,T_rem,option_value,hedge_shares,cash,step_pnl,theta_pnl,gamma_pnl,delta_mismatch_pnl,residual_pnl
155,99.99300358000518,0.006448412698412698,1.2813020900118204,0.10660776012175033,-9.647542309311609,0.03848517793435087,0.04725336694781415,-0.009734163574572057,-0.0,0.0009659745611087789
156,100.0441580075847,0.005952380952380952,1.2321612877016292,0.009338173901696667,0.07873655492858163,0.0496192723635122,0.04927567732707538,-0.0006500110764434666,0.0,0.0009936061128802895
157,99.69724537432285,0.005456349206349206,1.1998496474113836,0.03512881820106628,-2.5014915547363406,0.020100193203362333,0.05129398702733396,-0.031071485338389913,-0.0,-0.00012230848558171525
158,99.48737400033926,0.00496031746031746,1.1919503846439667,-0.15105867746419266,16.061048221239144,0.039761489964461154,0.05229573512082778,-0.011715867411311037,-0.0,-0.0008183777450555887
159,99.12651576798095,0.004464285714285714,1.2780709754727226,-0.2742454337588994,28.316856036416663,0.013124051427199624,0.05228820213785742,-0.034858733647406874,-0.0,-0.004305417063250921
160,98.98084435166673,0.003968253968253968,1.3089659398069529,-0.47988244449633677,48.70141957036882,0.0394933376269837,0.04726153940872735,-0.005196820936989958,-0.0,-0.0025713808447536957
161,99.35917025446224,0.003472222222222222,1.0705061534926337,-0.5765679782069556,58.27201342614117,0.02090727793994896,0.04456063497754998,-0.03323684961701443,0.0,0.009583492579413412
162,99.18086428965889,0.002976190476190476,1.099022999589156,-0.40646938802005417,41.37156907391384,0.04436950049442795,0.057464420114233375,-0.009393828370606306,-0.0,-0.0037010912491991232
163,99.1143844683039,0.00248015873015873,1.0841941632859786,-0.5424766115733869,54.86142731306212,0.05143684202173356,0.0540554257365708,-0.0012363681776153426,-0.0,-0.001382215537221898
164,99.47576557642591,0.001984126984126984,0.8271078087264776,-0.6228454858818253,62.82776210875252,0.03262505088177298,0.052707986520014044,-0.035732975529575085,0.0,0.015650039891334018
165,99.76335866011527,0.001488095238095238,0.6428940359131659,-0.438820753319925,44.52220263848778,0.05845364550647349,0.07421371035979661,-0.03144934218842377,0.0,0.015689277335100643
166,100.52102441560429,0.000992063492063492,0.6674703966683957,-0.23534267325126013,24.222786261353182,-0.20264714085568042,0.09762941867381378,-0.2845035134498298,0.0,-0.01577304607966437
167,99.59082323007381,0.000496031746031746,0.49452377283204285,0.5941691579530934,-59.161179689726154,-0.3803371448511481,0.08999712832711929,-0.38588913313929607,-0.0,-0.0844451400389713
168,99.97315082104562,0.0,0.02684917895237504,-0.6403486858259141,63.78610145992756,0.22348441893259663,0.1156956086481627,-0.08641055193911833,0.0,0.19419936222355227
