baseline_premium,baseline_mean_pnl,baseline_std_pnl,baseline_se_mean,baseline_mean_over_premium,baseline_zero_mean_check_passed,attribution_mean_theta,attribution_mean_gamma,attribution_mean_delta_mismatch,attribution_mean_residual,attribution_median_residual_share_of_gross,attribution_p95_residual_share_of_gross,attribution_max_reconstruction_error,attribution_reconciliation_check_passed,monotone_response_check_passed,std_shrinks_with_frequency_check_passed,breakeven_rebalances_per_day_at_10bps,breakeven_check_passed,costs_nonnegative_check_passed
4.604030722796139,-0.006839535298261145,0.30552209328326924,0.007888546527896872,-0.0014855537918972291,True,2.2966020591561858,-2.3002485861019673,0.0,-0.0031930083524782786,0.01689884368824139,0.0660557624879523,2.283867539532025e-13,True,True,True,4.0,True,True
