rebalance_every_steps,rebalances_per_day,mean_pnl,std_pnl
1,8.0,-0.006839535298261145,0.30552209328326924
2,4.0,0.0017120872208243655,0.4277363623532324
4,2.0,-0.01775848145453543,0.6102562232647382
8,1.0,-0.011629282761730182,0.819216047035078
16,0.5,-0.011253918002684875,1.1516051393643336
56,0.14285714285714285,-0.02012328543501146,2.1298391986485594
168,0.047619047619047616,-0.02844237426070432,3.5153213184004595
